timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1532065112834,1838,3 /api/Ticket/create,200,OK,Thread Group 1-3,text,true,,582,1295,8,8,1838,0,1070
1532065113114,1570,3 /api/Ticket/create,200,OK,Thread Group 1-2,text,true,,582,1362,8,8,1570,0,1034
1532065113521,1313,3 /api/Ticket/create,200,OK,Thread Group 1-7,text,true,,582,1388,8,8,1313,0,1051
1532065114666,255,77 /api/Ticket/getbyorg/0,401,Unauthorized,Thread Group 1-6,,false,,515,404,8,8,255,0,0
1532065114672,260,41 /auth/login,200,OK,Thread Group 1-3,text,true,,2027,421,8,8,259,0,0
1532065114683,277,41 /auth/login,200,OK,Thread Group 1-2,text,true,,1771,424,8,8,277,0,0
1532065114834,253,41 /auth/login,400,Bad Request,Thread Group 1-7,text,false,,617,421,8,8,253,0,0
1532065113763,1404,77 /api/Ticket/getbyorg/rkZJDf9fm,200,OK,Thread Group 1-1,text,true,,204771,1189,8,8,632,0,0
1532065114923,247,3 /api/Ticket/create,401,Unauthorized,Thread Group 1-6,,false,,515,568,8,8,247,0,0
1532065115088,277,77 /api/Ticket/getbyorg/0,401,Unauthorized,Thread Group 1-7,,false,,515,404,8,8,277,0,0
1532065114149,1311,3 /api/Ticket/create,200,OK,Thread Group 1-8,text,true,,582,1441,8,8,1311,0,1037
1532065114961,563,77 /api/Ticket/getbyorg/H1b9MM9zQ,200,OK,Thread Group 1-2,text,true,,52528,1123,8,8,318,0,0
1532065115366,245,3 /api/Ticket/create,401,Unauthorized,Thread Group 1-7,,false,,515,568,8,8,245,0,0
1532065115461,259,41 /auth/login,200,OK,Thread Group 1-8,text,true,,1932,426,8,8,259,0,0
1532065114538,1271,3 /api/Ticket/create,200,OK,Thread Group 1-5,text,true,,582,1296,8,8,1271,0,1014
1532065115810,1140,41 /auth/login,200,OK,Thread Group 1-5,text,true,,1771,424,8,8,1140,0,0
1532065115171,1824,41 /auth/login,200,OK,Thread Group 1-6,text,true,,1887,421,8,8,1824,0,1038
1532065115612,1486,41 /auth/login,200,OK,Thread Group 1-7,text,true,,2027,421,8,8,1486,0,1026
